ref,city,county,district,area_m2,ground_m2,nb_room,nb_bedroom,pool,cellar,garage,output
/fr/properties/36235a-730.htm,Saint-Ferme,Gironde,Aquitaine,185,12100,6,3,True,,True,316500
/fr/properties/48140a-FP019.htm,Excideuil,Dordogne,Aquitaine,,,,,,,,469000
/fr/properties/48140a-FP018.htm,Nadaillac,Dordogne,Aquitaine,,,,,,,,367500
/fr/properties/2460a-2349.htm,La Bachellerie,Dordogne,Aquitaine,97,3500,4,2,,,,155875
/fr/properties/48140a-FP029.htm,Hautefort,Dordogne,Aquitaine,,,,,,,,295000
/fr/properties/3739a-73250.htm,Sigoulès,Dordogne,Aquitaine,300,1087,,6,,,,249500
/fr/properties/36235a-875.htm,Camiran,Gironde,Aquitaine,57,624,2,,,,,39500
/fr/properties/35979a-64025960.htm,Blaye,Gironde,Aquitaine,288,148400,10,5,,True,True,945000
/fr/properties/2566a-2316.htm,Pujols,Lot-et-Garonne,Aquitaine,210,,9,5,,,,490000
/fr/properties/30145a-1582.htm,Salies-de-Béarn,Pyrénées-Atlantiques,Aquitaine,201,4317,7,4,,,,525000
/fr/properties/36235a-874.htm,Camiran,Gironde,Aquitaine,466,466,,,,,,11000
/fr/properties/32141a-107584jll.htm,Misson,Landes,Aquitaine,,1000,,,,,,31500
/fr/properties/24053a-bvi21691.htm,Ribérac,Dordogne,Aquitaine,292,2219,8,6,,,,398000
/fr/properties/24053a-bvi22787.htm,La Réole,Gironde,Aquitaine,200,3400,6,4,,,,333900
/fr/properties/36235a-873.htm,Camiran,Gironde,Aquitaine,57,158,2,,,,,34000
/fr/properties/32141a-112895jll.htm,Misson,Landes,Aquitaine,,3139,,,,,,63000
/fr/properties/13787a-2042.htm,Monflanquin,Lot-et-Garonne,Aquitaine,180,,,3,,,,299500
/fr/properties/24053a-bvi23040.htm,Meilhan-sur-Garonne,Lot-et-Garonne,Aquitaine,136,6300,5,3,,,,249100
/fr/properties/58577a-505.htm,Périgueux,Dordogne,Aquitaine,217,,6,3,,,True,318000
/fr/properties/29313a-24270412.htm,Anglet,Pyrénées-Atlantiques,Aquitaine,305,1560,9,6,,,,1990000
/fr/properties/45031a-0029.htm,Saint-Palais,Pyrénées-Atlantiques,Aquitaine,365,4445,12,9,True,,True,565000
/fr/properties/58577a-501.htm,Champcevinel,Dordogne,Aquitaine,23832,23900,,,,,,425401
/fr/properties/12349a-183jg24.htm,Périgueux,Dordogne,Aquitaine,140,150,,3,,,,824900
/fr/properties/36354a-471.htm,Coursac,Dordogne,Aquitaine,,2000,,,,,,35000
/fr/properties/30145a-1491.htm,Sauveterre-de-Béarn,Pyrénées-Atlantiques,Aquitaine,240,5610,8,3,True,,,358700
/fr/properties/20773a-3050.htm,Saint-Jory-de-Chalais,Dordogne,Aquitaine,100,25299,5,3,True,,True,190000
/fr/properties/24053a-bvi23412.htm,Marmande,Lot-et-Garonne,Aquitaine,255,4500,8,4,,,,381600
/fr/properties/58577a-508.htm,Notre-Dame-de-Sanilhac,Dordogne,Aquitaine,248,4580,6,5,,True,True,381600
/fr/properties/26884a-DT1260.htm,Montpon-Ménestérol,Dordogne,Aquitaine,190,25000,5,4,,,,236000
/fr/properties/1346a-wtin771.htm,Mézin,Lot-et-Garonne,Aquitaine,408,400,,4,,,,355000
/fr/properties/55476a-628979.htm,Champeaux-et-la-Chapelle-Pommier,Dordogne,Aquitaine,191,10000,4,3,,,,252000
/fr/properties/37991a-3476B.htm,Issigeac,Dordogne,Aquitaine,250,50,,3,,,,209000
/fr/properties/44501a-432080.htm,Agen,Lot-et-Garonne,Aquitaine,200,44400,4,,,,,290000
/fr/properties/32263a-3905.htm,Buzet-sur-Baïse,Lot-et-Garonne,Aquitaine,350,4715,11,5,,,,300000
/fr/properties/17918a-1659.htm,Auterrive,Pyrénées-Atlantiques,Aquitaine,366,5160,8,5,True,,True,420000
/fr/properties/56820a-3447.htm,Montfort-en-Chalosse,Landes,Aquitaine,110,14200,5,3,,,,239000
/fr/properties/44945a-m574.htm,Ascain,Pyrénées-Atlantiques,Aquitaine,270,881,6,5,,,,990000
/fr/properties/44945a-b495.htm,Pau,Pyrénées-Atlantiques,Aquitaine,1000,1940000,,14,,,,4500000
/fr/properties/37780a-830036654500.htm,Périgueux,Dordogne,Aquitaine,225,722,6,4,,,True,360525
/fr/properties/44501a-553349.htm,La Coquille,Dordogne,Aquitaine,270,76700,12,9,,,,660000
/fr/properties/1419a-02678.htm,Bergerac,Dordogne,Aquitaine,300,10300,8,4,True,,True,598500
/fr/properties/1419a-02671.htm,Galapian,Lot-et-Garonne,Aquitaine,380,5000,9,8,True,,,444800
/fr/properties/1419a-02676.htm,Agen,Lot-et-Garonne,Aquitaine,400,,8,4,True,,True,882000
/fr/properties/44945a-m508.htm,Bidart,Pyrénées-Atlantiques,Aquitaine,187,930,5,4,True,,,2550000
/fr/properties/13185a-1294.htm,Carsac-Aillac,Dordogne,Aquitaine,328,2800,12,8,,,,499000
/fr/properties/44945a-b171.htm,Saint-Pée-sur-Nivelle,Pyrénées-Atlantiques,Aquitaine,650,,10,7,True,,,1680000
/fr/properties/44501a-912393.htm,La Coquille,Dordogne,Aquitaine,160,75300,5,3,,,,586000
/fr/properties/61252a-100.htm,Casteljaloux,Lot-et-Garonne,Aquitaine,225,5562,10,5,True,,,432000
/fr/properties/1419a-02681.htm,Villamblard,Dordogne,Aquitaine,170,3600,7,3,,,True,208950
/fr/properties/17918a-1658.htm,Salies-de-Béarn,Pyrénées-Atlantiques,Aquitaine,210,4317,7,5,,,True,525000
/fr/properties/33329a-10475.htm,Sauveterre-de-Guyenne,Gironde,Aquitaine,490,,13,8,True,,,1295000
/fr/properties/1419a-02680.htm,Lalinde,Dordogne,Aquitaine,300,35400,9,7,,,,695000
/fr/properties/20609a-5855.htm,Bias,Lot-et-Garonne,Aquitaine,90,780,3,2,,,True,149950
/fr/properties/1419a-02672.htm,Bruch,Lot-et-Garonne,Aquitaine,250,100000,7,4,,,True,346500
/fr/properties/18332a-8942.htm,Loupiac-de-la-Réole,Gironde,Aquitaine,,8544,,,,,,267500
/fr/properties/1419a-02673.htm,Agen,Lot-et-Garonne,Aquitaine,350,,17,7,True,,True,990000
/fr/properties/44945a-m595.htm,Ciboure,Pyrénées-Atlantiques,Aquitaine,160,,5,4,,,,1060000
/fr/properties/89179.htm,Bussière-Badil,Dordogne,Aquitaine,136,2900,4,3,,,,192000
/fr/properties/18332a-10211.htm,Nay,Pyrénées-Atlantiques,Aquitaine,2300,,,,,,,1580000
/fr/properties/26625a-113043fm.htm,Lalinde,Dordogne,Aquitaine,397,31600,10,8,True,,,561600
/fr/properties/89175.htm,Saint-Pierre-du-Mont,Landes,Aquitaine,,,,5,,True,,300000
/fr/properties/24813a-1208.htm,Bergerac,Dordogne,Aquitaine,230,5000,7,4,True,,,505000
/fr/properties/28799a-CC2249.htm,Payzac,Dordogne,Aquitaine,125,19600,7,3,,,,292500
/fr/properties/88715.htm,Herré,Landes,Aquitaine,320,11500,6,4,True,,,475000
/fr/properties/29313a-20106639.htm,Bidart,Pyrénées-Atlantiques,Aquitaine,130,535,5,4,True,,,680000
/fr/properties/6643a-vlb10709.htm,Sarlat-la-Canéda,Dordogne,Aquitaine,280,1100,13,7,True,,True,399000
/fr/properties/6643a-vlb10743.htm,Saint-Cyprien,Dordogne,Aquitaine,900,1805,24,18,,,True,473000
/fr/properties/6643a-vlb11104.htm,Salignac-Eyvigues,Dordogne,Aquitaine,149,354,6,3,,,True,115000
/fr/properties/6643a-vlb10954.htm,Lalinde,Dordogne,Aquitaine,200,4844,9,5,True,,True,289300
/fr/properties/6643a-vlb10498.htm,Belvès,Dordogne,Aquitaine,180,2751,8,5,,,True,280000
/fr/properties/6643a-vlb11022.htm,Beynac-et-Cazenac,Dordogne,Aquitaine,320,3421,10,6,True,,True,575000
/fr/properties/18000a-204147.htm,Oloron-Sainte-Marie,Pyrénées-Atlantiques,Aquitaine,212,2300,5,4,,,,231000
/fr/properties/6643a-vlb11226.htm,Siorac-en-Périgord,Dordogne,Aquitaine,90,1100,5,3,True,,,199000
/fr/properties/36235a-867.htm,Saint-Brice,Gironde,Aquitaine,122,600,5,3,True,,True,197025
/fr/properties/6643a-vlb11241.htm,Belvès,Dordogne,Aquitaine,160,4341,5,3,True,,True,250000
/fr/properties/29313a-20943451.htm,Itxassou,Pyrénées-Atlantiques,Aquitaine,80,135,4,3,,True,True,263000
/fr/properties/51615a-2980.htm,Saint-Jean-de-Luz,Pyrénées-Atlantiques,Aquitaine,600,300000,17,7,True,,,12000000
/fr/properties/29313a-24248592.htm,Biarritz,Pyrénées-Atlantiques,Aquitaine,,,3,2,,,,498750
/fr/properties/6643a-vlb11199.htm,Belvès,Dordogne,Aquitaine,150,,6,4,,,True,120000
/fr/properties/36235a-862.htm,Gensac,Gironde,Aquitaine,180,605,6,3,,,True,105840
/fr/properties/29313a-20778311.htm,Arcangues,Pyrénées-Atlantiques,Aquitaine,305,3600,9,6,True,True,True,884000
/fr/properties/29313a-23694690.htm,Arbonne,Pyrénées-Atlantiques,Aquitaine,150,2150,5,4,True,,True,745000
/fr/properties/6643a-vlb1272.htm,Le Bugue,Dordogne,Aquitaine,275,183100,12,7,True,,True,577500
/fr/properties/29313a-21041380.htm,Biarritz,Pyrénées-Atlantiques,Aquitaine,100,,4,3,,True,True,895000
/fr/properties/6643a-vlb10947.htm,Saint-Julien-de-Lampon,Dordogne,Aquitaine,51,86,2,,True,,True,120000
/fr/properties/28843a-70169.htm,Les Eglisottes-et-Chalaures,Gironde,Aquitaine,653,4735,12,5,True,True,True,570000
/fr/properties/6643a-vlb10819.htm,Belvès,Dordogne,Aquitaine,62,,3,2,,,,118000
/fr/properties/24053a-bvi22840.htm,Nérac,Lot-et-Garonne,Aquitaine,220,1415,5,3,,,,397500
/fr/properties/6643a-vlb11080.htm,Sarlat-la-Canéda,Dordogne,Aquitaine,200,4000,6,4,,,True,399000
/fr/properties/29313a-21501808.htm,Biarritz,Pyrénées-Atlantiques,Aquitaine,120,,4,3,,,True,1060000
/fr/properties/6643a-vlb11266.htm,Villeréal,Lot-et-Garonne,Aquitaine,235,,8,4,True,,True,450000
/fr/properties/6643a-vlb10830.htm,Saint-Cyprien,Dordogne,Aquitaine,210,450,10,5,,,True,175000
/fr/properties/6643a-vlb10984.htm,Belvès,Dordogne,Aquitaine,150,,4,3,,,,125000
/fr/properties/11267a-yj21-985.htm,Nay,Pyrénées-Atlantiques,Aquitaine,223,1300,7,5,,,True,152100
/fr/properties/2476a-1969.htm,Prayssas,Lot-et-Garonne,Aquitaine,350,23000,13,6,,True,,449000
/fr/properties/24053a-bvi20612.htm,Duras,Lot-et-Garonne,Aquitaine,268,15000,5,5,,,,509000
/fr/properties/6643a-vlb1273.htm,Issigeac,Dordogne,Aquitaine,130,,4,2,,,True,283000
/fr/properties/24053a-bvi25372.htm,Eymet,Dordogne,Aquitaine,82,,2,,,,,93500
/fr/properties/20609a-5873.htm,Villeneuve-sur-Lot,Lot-et-Garonne,Aquitaine,113,7800,5,3,,,True,240000
/fr/properties/24053a-bvi23783.htm,Monestier,Dordogne,Aquitaine,270,100000,8,5,,,,577700
/fr/properties/2460a-2351.htm,Azerat,Dordogne,Aquitaine,220,2390,9,4,True,,True,397207
/fr/properties/36354a-380.htm,Sarliac-sur-l'Isle,Dordogne,Aquitaine,,,,,,,,32000
/fr/properties/24813a-1207.htm,Bergerac,Dordogne,Aquitaine,350,4500,12,6,,True,,390000
/fr/properties/52652a-ag231-355.htm,Bergerac,Dordogne,Aquitaine,400,,13,7,,,,494000
/fr/properties/19598a-1474.htm,Busserolles,Dordogne,Aquitaine,105,856,5,3,,,,30000
/fr/properties/35734a-24002190.htm,Bergerac,Dordogne,Aquitaine,390,20,9,6,True,True,,2930000
/fr/properties/13185a-1293.htm,Domme,Dordogne,Aquitaine,150,4000,5,4,,,,233000
/fr/properties/56820a-3529.htm,Montfort-en-Chalosse,Landes,Aquitaine,186,4400,5,4,,,True,257000
/fr/properties/882a-10571.htm,Cancon,Lot-et-Garonne,Aquitaine,164,12000,5,3,,,,295000
/fr/properties/24053a-bvi25625.htm,Clairac,Lot-et-Garonne,Aquitaine,108,1145,4,3,,,,180200
/fr/properties/34486a-4288.htm,Bergerac,Dordogne,Aquitaine,245,1043,11,7,,,,220000
/fr/properties/34430a-102982.htm,Lanquais,Dordogne,Aquitaine,121,130,6,3,,,,144450
/fr/properties/60890a-kFAoryP.htm,Bordeaux,Gironde,Aquitaine,443,,12,6,,True,,1300000
/fr/properties/38988a-167.htm,Montignac,Dordogne,Aquitaine,104,14300,4,,,,,212000
/fr/properties/2756a-24354585.htm,Blaye,Gironde,Aquitaine,245,4000,6,4,True,,,393000
/fr/properties/24053a-bvi22489.htm,Villeneuve-sur-Lot,Lot-et-Garonne,Aquitaine,500,78100,12,9,,,,699000
/fr/properties/18938a-V656.htm,Bordeaux,Gironde,Aquitaine,490,10000,12,8,True,True,True,1590000
/fr/properties/7140a-4193jh.htm,Bergerac,Dordogne,Aquitaine,184,5588,4,3,,,,338000
/fr/properties/13185a-1292.htm,Sagelat,Dordogne,Aquitaine,680,,17,14,,,,520000
/fr/properties/32021a-sud790.htm,Sarlat-la-Canéda,Dordogne,Aquitaine,123,660,6,4,,,,320000
/fr/properties/27982a-1238SP.htm,Paunat,Dordogne,Aquitaine,182,37700,,5,,,True,348000
/fr/properties/58577a-503.htm,Ribérac,Dordogne,Aquitaine,112,,3,2,,,,70200
/fr/properties/34430a-102970.htm,Baneuil,Dordogne,Aquitaine,68,2000,4,3,,,,117700
/fr/properties/82599.htm,Saint-Marcel-du-Périgord,Dordogne,Aquitaine,260,230000,6,4,True,True,True,698000
/fr/properties/34430a-102972.htm,Mouleydier,Dordogne,Aquitaine,122,81,6,3,,,,54000
/fr/properties/20773a-3048.htm,Nantheuil,Dordogne,Aquitaine,102,10000,7,4,,,True,119500
/fr/properties/34486a-4389.htm,Lalinde,Dordogne,Aquitaine,160,295,6,4,,,,265000
/fr/properties/58577a-504.htm,Tourtoirac,Dordogne,Aquitaine,499,,,,,,,233200
/fr/properties/24053a-bvi18195.htm,Fumel,Lot-et-Garonne,Aquitaine,540,11800,18,14,,,,312700
/fr/properties/26884a-DT1254.htm,Montpon-Ménestérol,Dordogne,Aquitaine,300,,16,8,,,,244000
/fr/properties/13787a-2039.htm,Fumel,Lot-et-Garonne,Aquitaine,380,24000,,9,,,,599950
/fr/properties/34430a-102971.htm,Pressignac-Vicq,Dordogne,Aquitaine,166,18700,7,3,,,,420000
/fr/properties/30145a-1577.htm,Lahontan,Pyrénées-Atlantiques,Aquitaine,291,,11,6,,True,,150000
/fr/properties/56820a-3494.htm,Montfort-en-Chalosse,Landes,Aquitaine,150,2447,4,3,,,,199900
/fr/properties/56401a-109.htm,Bayonne,Pyrénées-Atlantiques,Aquitaine,210,2602,6,5,,,True,465000
/fr/properties/24053a-bvi25567.htm,Villeneuve-sur-Lot,Lot-et-Garonne,Aquitaine,170,,6,5,,,,254400
/fr/properties/10740a-07850.htm,Villeneuve-sur-Lot,Lot-et-Garonne,Aquitaine,860,100000,19,7,,,,1990000
/fr/properties/30145a-1578.htm,Salies-de-Béarn,Pyrénées-Atlantiques,Aquitaine,150,,5,3,,,,275000
/fr/properties/43400.htm,Mazières-Naresse,Lot-et-Garonne,Aquitaine,240,6000,5,4,True,,True,360000
/fr/properties/44501a-830605.htm,Périgueux,Dordogne,Aquitaine,1468,1260700,17,9,,,,1863750
/fr/properties/35979a-64025954.htm,Libourne,Gironde,Aquitaine,450,100000,13,4,True,,True,1590000
/fr/properties/19483a-4601.htm,Villeneuve-sur-Lot,Lot-et-Garonne,Aquitaine,190,,8,4,,,True,168000
/fr/properties/51615a-3101.htm,Bidart,Pyrénées-Atlantiques,Aquitaine,220,1500,7,4,True,,,1195000
/fr/properties/9023a-741.htm,Langon,Gironde,Aquitaine,450,7300,16,7,True,,,805600
/fr/properties/13363a-300106389.htm,Sainte-Livrade-sur-Lot,Lot-et-Garonne,Aquitaine,90,16000,6,3,,,True,199000
/fr/properties/2460a-2343.htm,Terrasson-Lavilledieu,Dordogne,Aquitaine,150,,6,4,,,True,307000
/fr/properties/7140a-4194jhe.htm,Bergerac,Dordogne,Aquitaine,117,7277,4,3,,True,True,144000
/fr/properties/24053a-bvi25454.htm,Montpon-Ménestérol,Dordogne,Aquitaine,206,6240,8,4,,,,227900
/fr/properties/3739a-73216.htm,Eymet,Dordogne,Aquitaine,190,9045,,4,,,,370000
/fr/properties/32021a-sud608.htm,Domme,Dordogne,Aquitaine,120,4834,6,4,,,,199500
/fr/properties/24053a-bvi25424.htm,Sainte-Foy-la-Grande,Gironde,Aquitaine,260,4345,8,6,,,,265000
/fr/properties/58537a-v10000008.htm,Bordeaux,Gironde,Aquitaine,200,500,3,2,,,,209000
/fr/properties/59962a-25536.htm,Jumilhac-le-Grand,Dordogne,Aquitaine,215,130000,10,6,,True,,398000
/fr/properties/30185a-1530.htm,Tartas,Landes,Aquitaine,128,707,7,4,,,True,200000
/fr/properties/30185a-1529.htm,Louer,Landes,Aquitaine,44,,2,,,,True,70000
/fr/properties/58577a-497.htm,Brantôme,Dordogne,Aquitaine,461,,,,,,,321000
/fr/properties/9023a-669.htm,Bordeaux,Gironde,Aquitaine,160,1936,8,4,True,,,682500
/fr/properties/60299a-472545.htm,Casteljaloux,Lot-et-Garonne,Aquitaine,400,400,10,5,,,,315000
/fr/properties/30185a-1531.htm,Cassen,Landes,Aquitaine,150,1970,5,4,,,True,211000
/fr/properties/9023a-709.htm,Bordeaux,Gironde,Aquitaine,600,127000,6,9,,,,1325000
/fr/properties/59962a-24662.htm,Périgueux,Dordogne,Aquitaine,240,1892,8,4,,True,True,332000
/fr/properties/50580a-gm-poi.htm,Le Teich,Gironde,Aquitaine,100,,,,,,,180000
/fr/properties/58577a-498.htm,Ribérac,Dordogne,Aquitaine,143,970,6,5,,,,97000
/fr/properties/24053a-bvi21397.htm,Eymet,Dordogne,Aquitaine,270,19600,8,6,,,,550000
/fr/properties/59388a-LFH1937.htm,Sarlat-la-Canéda,Dordogne,Aquitaine,300,600,3,4,True,True,,495000
/fr/properties/18000a-204135.htm,Sarrance,Pyrénées-Atlantiques,Aquitaine,155,,5,4,,,,126500
/fr/properties/9023a-409.htm,Génissac,Gironde,Aquitaine,500,237600,15,6,,,,2544000
/fr/properties/28756a-4565.htm,Saint-Pierre-de-Côle,Dordogne,Aquitaine,200,9000,10,6,,,,249000
/fr/properties/18000a-204133.htm,Oloron-Sainte-Marie,Pyrénées-Atlantiques,Aquitaine,,,,,,,,178500
/fr/properties/13185a-1291.htm,Saint-Martial-de-Nabirat,Dordogne,Aquitaine,160,850,,,,,,65000
/fr/properties/34430a-102977.htm,Saint-Capraise-de-Lalinde,Dordogne,Aquitaine,100,611,5,4,,,,97200
/fr/properties/59388a-LFH1933.htm,Sarlat-la-Canéda,Dordogne,Aquitaine,237,7500,3,4,True,True,,1250000
/fr/properties/9023a-736.htm,Castillon-la-Bataille,Gironde,Aquitaine,322,546,8,4,,,,371000
/fr/properties/13185a-1287.htm,La Roque-Gageac,Dordogne,Aquitaine,110,1197,5,3,,,,441000
/fr/properties/9023a-691.htm,Montayral,Lot-et-Garonne,Aquitaine,182,4464,6,3,True,,,498750
/fr/properties/59388a-LFH1934.htm,Sarlat-la-Canéda,Dordogne,Aquitaine,320,7500,3,3,True,True,,1050000
/fr/properties/43516a-1819.htm,Thenon,Dordogne,Aquitaine,310,26600,12,6,True,,,498750
/fr/properties/18000a-204132.htm,Oloron-Sainte-Marie,Pyrénées-Atlantiques,Aquitaine,323,,,,,,,135000
/fr/properties/35979a-64025867.htm,Arbonne,Pyrénées-Atlantiques,Aquitaine,162,3136,6,4,True,,True,1120000
/fr/properties/34430a-102969.htm,Liorac-sur-Louyre,Dordogne,Aquitaine,131,5040,3,,,,,171200
/fr/properties/358a-6656.htm,Thiviers,Dordogne,Aquitaine,80,2500,4,3,,,,77000
/fr/properties/13185a-1288.htm,Cénac-et-Saint-Julien,Dordogne,Aquitaine,110,,6,3,,,,249000
/fr/properties/24053a-bvi15829.htm,Sainte-Foy-la-Grande,Gironde,Aquitaine,150,6660,6,5,,,,347680
/fr/properties/52652a-ag231-348.htm,Neuvic,Dordogne,Aquitaine,240,3730,7,4,,,,276900
/fr/properties/32141a-112226jll.htm,Pouillon,Landes,Aquitaine,155,1260,6,5,,True,True,246750
/fr/properties/79206.htm,Sarlat-la-Canéda,Dordogne,Aquitaine,250,1675,9,5,True,True,True,565000
/fr/properties/24053a-bvi25471.htm,Duras,Lot-et-Garonne,Aquitaine,,,,,,,,243800
/fr/properties/5725a-300926.htm,Cénac-et-Saint-Julien,Dordogne,Aquitaine,130,10500,5,3,,,,246560
/fr/properties/54977a-207-lacle.htm,Nérac,Lot-et-Garonne,Aquitaine,185,,7,3,True,,True,296800
/fr/properties/54977a-600-lacle.htm,Agen,Lot-et-Garonne,Aquitaine,128,527,5,4,,,,106000
/fr/properties/30145a-1554.htm,Arthez-de-Béarn,Pyrénées-Atlantiques,Aquitaine,,2500,,7,True,True,,795000
/fr/properties/54977a-578-lacle.htm,Agen,Lot-et-Garonne,Aquitaine,170,1791,5,3,True,,True,390000
/fr/properties/27982a-1236SP.htm,Trémolat,Dordogne,Aquitaine,,3234,,,,,,63800
/fr/properties/31369a-112197fl.htm,Saint-Sever,Landes,Aquitaine,85,12000,4,2,,,,127000
/fr/properties/54977a-560-lacle.htm,Agen,Lot-et-Garonne,Aquitaine,350,,17,7,True,,True,990000
/fr/properties/24053a-bvi23254.htm,Brantôme,Dordogne,Aquitaine,457,4606,11,7,,,,763200
/fr/properties/54977a-326-lacle.htm,Agen,Lot-et-Garonne,Aquitaine,170,4370,6,5,True,,True,295000
/fr/properties/30145a-1495.htm,Sauveterre-de-Béarn,Pyrénées-Atlantiques,Aquitaine,,3000,,,,,,43600
/fr/properties/57232a-27.htm,Bordeaux,Gironde,Aquitaine,80,,3,2,,True,,395000
/fr/properties/34520a-214.htm,Orthez,Pyrénées-Atlantiques,Aquitaine,180,4600,7,4,,,True,199000
/fr/properties/57232a-28.htm,Bordeaux,Gironde,Aquitaine,107,,4,2,,True,True,761500
/fr/properties/36235a-860.htm,Pellegrue,Gironde,Aquitaine,280,1849,7,4,,,True,270300
/fr/properties/36235a-861.htm,Monségur,Gironde,Aquitaine,40,,2,,,,,54500
/fr/properties/44914a-201910.htm,Pujols,Lot-et-Garonne,Aquitaine,150,5200,5,4,True,,True,344000
/fr/properties/33969a-98046mx1355.htm,Gabarret,Landes,Aquitaine,438,150000,14,,,,,460000
/fr/properties/44914a-201908.htm,Agen,Lot-et-Garonne,Aquitaine,250,500,7,4,,,,282000
/fr/properties/28843a-69964.htm,Jurançon,Pyrénées-Atlantiques,Aquitaine,250,4117,7,5,,,True,315000
/fr/properties/30145a-b1607.htm,Salies-de-Béarn,Pyrénées-Atlantiques,Aquitaine,160,,8,5,,,,599550
/fr/properties/38019a-245.htm,Bordeaux,Gironde,Aquitaine,31,,2,,,,,205000
/fr/properties/51615a-3100.htm,Anglet,Pyrénées-Atlantiques,Aquitaine,,1877,,,,,,1895000
/fr/properties/24053a-bvi25528.htm,Villeneuve-sur-Lot,Lot-et-Garonne,Aquitaine,165,1443,8,5,,,,295000
/fr/properties/34430a-102974.htm,Pressignac-Vicq,Dordogne,Aquitaine,,4305,,,,,,42000
/fr/properties/36235a-850.htm,Gensac,Gironde,Aquitaine,170,,7,3,,,True,70850
/fr/properties/35979a-64025565.htm,Saint-Barthélemy,Landes,Aquitaine,450,3132,10,6,True,,True,798000
/fr/properties/56820a-3031.htm,Montfort-en-Chalosse,Landes,Aquitaine,346,12000,9,6,,,,420000
/fr/properties/76607.htm,Monpazier,Dordogne,Aquitaine,200,1050,6,3,True,,True,225000
/fr/properties/51615a-3099.htm,Anglet,Pyrénées-Atlantiques,Aquitaine,,1291,,,,,,1272000
/fr/properties/13787a-2037.htm,Issigeac,Dordogne,Aquitaine,275,129000,,4,,,,588000
/fr/properties/20773a-2879.htm,Saint-Pierre-de-Frugie,Dordogne,Aquitaine,130,,,,,,,200000
/fr/properties/2460a-2338.htm,Terrasson-Lavilledieu,Dordogne,Aquitaine,640,62600,30,17,True,,,1300000
/fr/properties/44501a-859213.htm,Beaumont-du-Périgord,Dordogne,Aquitaine,480,4176,15,9,,,,1200000
/fr/properties/43516a-1898.htm,La Bachellerie,Dordogne,Aquitaine,8120,8120,,,,,,28000
/fr/properties/34455a-in1-900.htm,Laurède,Landes,Aquitaine,300,5000,10,6,True,,True,332500
/fr/properties/24053a-bvi25247.htm,Casteljaloux,Lot-et-Garonne,Aquitaine,130,15200,6,4,,,,323300
/fr/properties/34725a-830030098909.htm,Soorts-Hossegor,Landes,Aquitaine,400,47699,9,7,,,True,1352000
/fr/properties/43516a-1917.htm,Brouchaud,Dordogne,Aquitaine,160,6000,6,4,,,True,262500
/fr/properties/18000a-204110.htm,Bidos,Pyrénées-Atlantiques,Aquitaine,348,,9,8,,,,472000
/fr/properties/44501a-519613.htm,Nontron,Dordogne,Aquitaine,306,18800,6,4,,,,410000
/fr/properties/24053a-bvi22011.htm,Brantôme,Dordogne,Aquitaine,104,5084,5,4,,,,265000
/fr/properties/58577a-493.htm,Ribérac,Dordogne,Aquitaine,280,85,,,,,,86400
/fr/properties/44501a-660572.htm,Périgueux,Dordogne,Aquitaine,182,188100,8,4,,,,505000
/fr/properties/882a-10561.htm,Villeneuve-sur-Lot,Lot-et-Garonne,Aquitaine,240,4000,5,4,,,,299900
/fr/properties/24053a-bvi22340.htm,Eymet,Dordogne,Aquitaine,123,2720,5,3,,,,260000
/fr/properties/8179a-025.htm,Montazeau,Dordogne,Aquitaine,339,5394,16,10,,,,395000
/fr/properties/3739a-73217.htm,Eymet,Dordogne,Aquitaine,165,,,4,,,,159500
/fr/properties/71583.htm,Barcus,Pyrénées-Atlantiques,Aquitaine,160,7860,6,4,True,,True,349000
/fr/properties/24053a-bvi23747.htm,Saint-Astier,Dordogne,Aquitaine,215,11200,6,4,,,,445000
/fr/properties/58577a-488.htm,Chancelade,Dordogne,Aquitaine,204,5000,7,4,,,True,306000
/fr/properties/20773a-3041.htm,Thiviers,Dordogne,Aquitaine,146,4403,8,5,,,True,185500
/fr/properties/24053a-bvi11223.htm,Vieux-Mareuil,Dordogne,Aquitaine,400,23300,14,8,,,,499000
/fr/properties/35979a-64025183.htm,Bayonne,Pyrénées-Atlantiques,Aquitaine,600,,12,7,True,True,True,2400000
/fr/properties/38747a-sf1483.htm,La Dornac,Dordogne,Aquitaine,2590,2590,,,,,,28000
/fr/properties/24053a-bvi23479.htm,Pellegrue,Gironde,Aquitaine,440,28000,11,7,,,,773800
/fr/properties/3739a-73228.htm,Eymet,Dordogne,Aquitaine,,6500,,,,,,44000
/fr/properties/3739a-73151.htm,Miramont-de-Guyenne,Lot-et-Garonne,Aquitaine,128,3047,,3,,,,196200
/fr/properties/56820a-3526.htm,Pomarez,Landes,Aquitaine,114,2094,5,4,,,,100000
/fr/properties/58577a-492.htm,Ribérac,Dordogne,Aquitaine,306,238,7,,,,,197950
/fr/properties/52479a-97836mx2204.htm,Casseneuil,Lot-et-Garonne,Aquitaine,230,5300,6,4,True,True,,444000
/fr/properties/50580a-gm-aqui.htm,La Teste-de-Buch,Gironde,Aquitaine,380,380,,,,,,216000
/fr/properties/36455a-97882mx1799.htm,Montpon-Ménestérol,Dordogne,Aquitaine,488,11299,12,4,,,True,388500
/fr/properties/24053a-bvi16482.htm,Duras,Lot-et-Garonne,Aquitaine,500,33600,14,7,,,,675000
